Cultist,Stealth,Influence,Endurance,Lore,Economic,Strength,Insanity,Position
Mathew Dunkley,15.7,4.2,6.3,8.7,17.3,19.2,11.7,Assassin
Bradleigh Scott,0.6,18.6,10.6,17.5,15.1,18.2,10.7,Priest
Abdurrahman Armitage,18.9,15.4,4.5,2.4,1.8,4.4,15.8,Recruiter
Franciszek Santiago,3.1,5.7,10.0,11.2,4.1,17.9,15.6,Enforcer
Gurpreet Guerra,6.5,12.0,17.7,18.1,15.8,15.5,2.1,Accountant
Farhana Pike,14.7,8.7,1.5,13.9,9.6,5.1,14.4,Advisor
Sheena Wheatley,0.5,5.3,15.0,15.1,1.0,10.0,12.3,Priest
Jayne Rankin,2.2,8.4,16.2,12.1,18.8,11.4,16.4,Priest
Camden Rodgers,9.7,11.0,3.2,4.0,14.2,0.0,1.5,Accountant
Rose Whitaker,3.4,14.4,5.4,7.2,19.1,11.8,13.8,Recruiter
Zachariah Hickman,9.7,8.3,18.5,14.3,3.4,0.0,18.4,Priest
Quentin Clarkson,4.3,2.7,0.6,8.0,19.3,6.0,10.5,Accountant
Ailsa Kavanagh,14.7,10.8,11.2,11.3,11.6,11.9,15.9,Assassin
Pamela Lynch,16.5,8.9,13.2,17.8,18.3,0.9,4.9,Accountant
Bryce Trejo,4.5,5.6,8.9,19.9,5.2,12.5,12.4,Priest
Nazifa Todd,11.5,19.5,19.8,13.4,16.5,18.2,2.6,Accountant
Cherish Key,7.1,19.8,14.6,19.9,9.2,5.6,16.5,Priest
Agnes Hodson,15.3,15.0,19.7,1.1,7.9,14.2,6.9,Enforcer
Garin Talley,16.3,9.4,7.2,2.9,0.6,6.9,0.7,Assassin
Nel Ferguson,15.7,14.5,10.6,5.1,2.6,14.0,12.1,Enforcer
Roscoe Mccoy,2.3,10.5,7.3,6.7,3.4,5.3,11.9,Priest
Suzanne Avalos,0.8,12.8,2.2,12.1,16.3,17.5,13.8,Priest
Jaidan Holloway,1.0,2.2,10.3,14.9,12.0,8.3,1.1,Accountant
Emile Holland,14.3,5.9,5.1,6.9,13.8,9.8,17.2,Assassin
Vinny Wade,10.2,10.4,4.1,18.3,10.7,17.9,11.6,Advisor
Ada Cortez,2.9,8.6,20.0,12.5,9.9,7.0,11.3,Priest
Milan Fischer,16.0,18.0,18.9,0.0,15.3,11.5,16.5,Enforcer
Micheal Partridge,9.4,12.6,10.5,17.5,14.5,15.6,8.8,Advisor
Haniya Marriott,9.9,8.9,13.4,16.8,8.9,7.0,11.6,Priest
Julia Leblanc,12.9,3.8,3.1,16.6,8.0,17.5,0.1,Accountant
Tomos Mackie,18.7,12.7,0.1,5.6,9.8,5.8,12.0,Recruiter
Glenn Buckley,17.0,11.6,11.1,8.8,7.7,3.5,15.5,Assassin
Catrin Hartman,5.7,16.3,15.1,19.6,0.3,7.7,11.6,Priest
Katherine Costa,9.6,6.3,15.4,6.7,11.1,9.5,11.6,Assassin
Kodi Krause,16.7,14.6,3.7,7.3,16.5,3.3,7.3,Advisor
Leland Parkinson,9.3,15.0,11.3,20.0,8.1,2.1,6.9,Advisor
Kunal Denton,4.8,7.9,15.0,12.7,2.1,13.6,12.7,Enforcer
Arda Sinclair,5.5,0.4,12.9,0.3,11.5,2.3,13.0,Assassin
Carwyn Andrews,9.3,14.8,14.5,2.8,9.9,7.1,5.7,Enforcer
Sidrah Archer,15.4,19.0,17.6,5.8,14.0,2.0,13.5,Recruiter
Renzo Bowers,6.6,7.9,2.5,3.8,11.1,17.2,0.6,Enforcer
Aqib Christian,16.9,16.2,10.1,7.1,9.4,11.0,17.1,Recruiter
Alima Hull,11.3,5.3,6.4,12.1,2.6,3.7,3.1,Advisor
Dora Clark,1.5,18.3,6.6,18.1,7.9,12.5,9.8,Priest
Christy Richard,5.3,5.4,17.6,19.5,16.1,11.5,6.7,Accountant
Nathanial Fritz,19.9,2.5,15.6,14.6,2.5,17.7,14.9,Assassin
Korban Farley,6.2,1.4,6.1,3.7,14.4,13.3,3.2,Accountant
Owais Wright,10.0,17.0,16.5,18.1,2.7,13.1,12.1,Enforcer
Luther Mack,16.1,19.1,15.7,17.9,7.1,15.0,18.0,Priest
Christine Davey,1.3,20.0,16.3,6.4,12.1,11.9,18.8,Priest
Tonisha Dickerson,12.9,17.5,4.0,17.6,7.7,15.2,14.6,Advisor
Arwen Schaefer,4.7,2.5,8.6,0.9,8.2,5.8,8.6,Assassin
Jayden-James Mcgregor,1.8,19.7,10.8,6.4,14.0,12.2,19.6,Priest
Trystan Guthrie,1.9,3.2,0.5,7.1,0.1,12.2,8.3,Enforcer
Sumaya Hewitt,19.3,6.9,16.7,2.9,3.4,13.5,8.5,Assassin
Khadeejah Wilde,19.9,9.1,5.6,6.1,7.5,11.2,6.1,Assassin
Sanya Greene,12.0,5.8,1.6,16.4,11.6,10.2,1.7,Advisor
Essa Jenkins,17.3,3.4,12.6,11.9,19.0,14.2,5.7,Accountant
Marwan Weber,17.8,19.7,14.1,1.1,5.9,13.0,6.8,Enforcer
Quinn Knowles,19.3,15.9,7.5,6.2,14.7,13.1,13.4,Recruiter
Fahmida Yang,16.9,2.7,15.1,5.6,7.5,5.9,17.4,Assassin
Matei Vazquez,4.3,19.0,4.1,13.0,6.7,13.4,9.7,Recruiter
Sylvia Tyson,4.7,3.6,1.6,0.9,3.8,11.7,0.9,Enforcer
Hallie Piper,8.7,11.4,16.9,6.0,6.7,11.7,4.6,Enforcer
Komal Murillo,2.6,8.2,13.5,4.6,15.0,11.6,13.2,Enforcer
Eathan Deleon,19.5,17.1,17.6,4.5,1.8,6.9,2.9,Enforcer
Mila Kouma,8.6,17.3,18.6,12.0,5.5,16.5,0.7,Enforcer
Romany Rocha,4.7,7.3,12.0,3.6,9.3,6.6,1.0,Accountant
Baran Maynard,19.1,17.5,12.7,9.6,3.1,8.0,15.9,Assassin
Kelvin Vincent,14.5,7.3,16.4,18.9,19.0,2.2,2.8,Accountant
Habiba Hanson,5.0,12.1,13.6,4.6,6.0,6.4,0.8,Enforcer
Geraint Allman,7.5,14.4,5.6,10.4,13.8,6.7,15.2,Recruiter
Jibril Buckley,15.6,0.6,18.7,12.3,6.2,16.4,13.2,Assassin
Dante Wooten,18.4,9.7,15.4,6.1,13.0,12.7,14.7,Assassin
Kaycee Hewitt,9.3,6.5,5.0,16.4,12.3,18.0,12.5,Advisor
Nia William,9.3,6.0,1.2,9.2,6.7,8.9,15.2,Recruiter
Azra Dillard,7.9,17.5,6.3,0.5,13.6,3.3,19.4,Recruiter
Zaynah Mcmanus,7.6,9.0,12.9,4.8,13.6,19.6,0.6,Enforcer
Elsie-Rose Buchanan,12.1,7.3,9.1,10.9,19.6,12.3,11.1,Accountant
Gwen Rodriquez,6.6,9.2,0.0,11.6,16.9,8.3,19.9,Recruiter
Manav Salinas,2.8,9.6,13.6,5.5,15.9,18.8,12.6,Enforcer
Nikita Guzman,16.4,3.5,7.1,5.1,8.6,13.3,13.7,Assassin
Drew Wilkerson,15.1,4.1,2.6,12.8,10.0,11.7,16.5,Assassin
Hetty Burns,5.4,1.9,10.8,0.0,12.2,15.2,17.4,Enforcer
Callum Alford,4.6,1.2,16.7,0.6,13.7,11.7,11.5,Assassin
Cara Bradford,14.7,15.8,0.4,17.6,11.4,8.0,14.2,Advisor
Ellena Dale,16.1,12.2,9.2,14.0,2.6,13.3,17.6,Assassin
Ashwin Drew,14.3,10.6,17.2,8.8,13.3,7.4,11.6,Assassin
Ritchie Coffey,5.9,3.9,16.2,6.1,17.4,10.9,4.5,Accountant
Natasha Curran,11.0,9.9,12.6,16.2,19.1,6.4,3.6,Accountant
Ciaran Rossi,11.3,11.1,4.7,19.2,10.3,15.4,2.9,Advisor
Johanna Wallace,14.5,17.9,7.5,9.4,11.2,15.4,18.9,Recruiter
Aila Guerrero,6.0,5.3,5.7,15.4,3.3,9.2,0.1,Advisor
Emily-Jane Rollins,0.8,4.3,0.3,0.3,10.7,15.5,11.0,Enforcer
Siana Byrd,4.0,0.9,13.3,0.0,0.9,19.7,9.2,Enforcer
Shanice Garcia,4.3,7.1,13.7,17.6,4.2,2.2,17.4,Priest
Kacper Newton,2.2,15.9,12.5,15.5,8.4,9.6,16.2,Priest
Ayisha Rosa,4.5,6.8,8.1,7.5,8.6,14.7,2.9,Enforcer
Madeeha Green,1.8,15.3,8.2,19.8,8.4,12.1,12.2,Priest
Pola Conrad,0.9,5.3,16.7,11.5,18.1,4.3,18.9,Priest
Zakariyya Bull,2.6,5.5,5.2,17.1,15.6,3.2,11.9,Priest
Patrycja French,5.7,18.8,4.7,17.2,5.6,6.6,16.3,Recruiter
Rivka Salas,5.6,10.9,7.4,13.2,15.5,13.6,3.9,Accountant
Ayaz Wilkes,3.1,9.3,19.8,18.9,1.0,10.0,10.0,Priest
Stacie Morrison,3.9,12.1,4.7,1.6,6.9,17.5,0.4,Enforcer
Alexa Horn,4.3,17.3,9.4,3.3,8.0,2.2,12.2,Recruiter
Velma Mckeown,5.7,14.7,13.7,6.5,2.5,3.7,19.1,Priest
Omar Herbert,4.7,7.4,6.6,3.9,0.7,10.9,9.7,Enforcer
Fabio Lloyd,19.8,17.9,19.5,6.7,12.1,15.9,4.4,Enforcer
Enya Bravo,2.3,13.3,10.1,6.8,12.6,8.7,1.5,Accountant
Regina Walls,4.4,16.2,2.3,14.9,17.1,5.7,7.1,Advisor
Yuvraj Huber,1.1,17.1,12.8,4.3,12.2,13.7,7.8,Enforcer
Danielle Davidson,6.7,5.0,15.1,13.3,16.1,13.4,20.0,Priest
Lacey-May Calhoun,4.2,15.2,15.2,17.7,8.8,17.9,16.5,Priest
Dave Burt,8.6,10.3,5.9,17.9,16.1,2.1,15.6,Recruiter
Tillie Joyce,12.7,2.6,17.3,7.8,14.2,2.0,13.6,Assassin
Steffan Blackburn,18.4,12.9,4.5,8.5,8.1,0.6,6.3,Advisor
Robson Knott,2.1,3.8,3.4,16.3,19.5,2.2,10.0,Accountant
Kester Cline,11.4,15.0,18.0,7.5,12.3,9.0,0.6,Accountant
Rodrigo Hopkins,1.5,0.4,7.0,12.8,18.6,9.9,9.5,Accountant
Mai Norris,5.4,5.2,8.8,4.6,9.1,12.2,14.5,Enforcer
Tamsin Savage,15.8,9.7,2.1,4.8,17.9,3.9,17.0,Recruiter
Buster Alfaro,11.3,12.5,19.4,9.9,5.5,19.9,13.5,Enforcer
Shayne Willis,2.8,9.9,10.4,18.6,1.3,0.2,1.5,Advisor
Jordana Ross,6.5,5.4,1.4,0.8,17.5,13.9,4.7,Accountant
Dina Kay,14.4,7.1,18.4,4.5,19.6,12.6,6.0,Accountant
Haniya Dyer,0.7,11.7,18.0,5.1,16.5,7.7,4.0,Accountant
Rosina Romero,12.7,12.2,12.0,7.0,0.4,6.2,18.3,Assassin
Armani Legge,0.2,9.3,9.4,4.5,11.1,5.1,15.4,Priest
Jaden Greenaway,9.9,0.8,1.7,12.5,0.6,11.5,1.2,Assassin
Kenan Dolan,0.1,16.5,16.7,14.4,16.8,10.1,0.4,Accountant
Leandro Browning,20.0,7.0,11.1,8.1,6.3,8.2,16.5,Assassin
Jameel Brennan,5.4,14.3,1.2,2.7,3.7,1.8,8.4,Recruiter
Rafferty Galindo,13.8,12.7,11.5,8.3,13.9,11.6,4.7,Accountant
Katelin England,17.1,16.0,3.4,8.3,18.9,16.6,15.9,Advisor
Alby Plant,15.5,7.9,10.0,4.7,18.5,7.4,8.3,Accountant
Jaheim Austin,13.1,2.3,4.1,7.9,8.6,2.1,13.7,Assassin
Emeli Prentice,6.0,17.7,1.0,15.4,13.1,9.0,0.4,Advisor
Brendan Mccann,18.3,0.9,4.7,5.4,1.0,18.2,15.4,Assassin
Toni Sykes,18.3,16.9,9.8,5.2,8.7,9.3,10.7,Assassin
Caio Steele,16.1,10.7,12.1,7.3,13.5,2.6,12.0,Assassin
Zunairah Brooks,19.7,10.9,3.6,12.5,14.9,12.6,10.7,Advisor
Carol Hamer,14.0,8.0,7.6,7.9,20.0,17.9,11.7,Accountant
Fay Carter,4.3,18.2,5.8,10.0,6.3,18.7,9.3,Enforcer
Emma-Louise Gill,19.0,17.5,18.0,7.3,19.6,11.0,4.8,Accountant
Kason Wyatt,13.9,13.8,2.1,16.1,4.7,8.7,19.5,Recruiter
Yaseen Santana,19.8,0.6,1.7,2.4,9.4,7.6,1.8,Assassin
Elspeth Downs,19.3,12.6,10.1,1.0,7.9,0.1,19.4,Assassin
Oran Langley,6.0,19.0,1.2,8.2,18.6,11.5,9.6,Advisor
Lyndsey Ellis,7.0,3.7,14.5,18.8,17.8,16.9,2.8,Accountant
Omari Case,13.8,6.6,14.7,1.3,6.3,15.5,16.5,Assassin
Sahar Duke,5.9,4.4,1.9,17.5,6.0,2.5,13.2,Priest
Amaya Allan,1.1,11.1,0.0,19.6,17.2,2.7,6.1,Advisor
Shay Dickerson,3.1,8.2,1.8,14.7,18.0,16.3,3.2,Advisor
Aislinn Mata,15.5,2.3,2.1,12.0,16.1,20.0,11.4,Assassin
Graham Floyd,6.5,2.0,3.6,2.4,17.6,19.0,17.4,Enforcer
Mahir Dawson,7.6,5.2,14.9,13.3,10.4,1.0,6.0,Accountant
Idrees Cochran,16.1,12.2,15.6,19.1,10.0,6.7,14.7,Priest
Jordan-Lee Pratt,19.9,9.7,4.4,3.3,1.8,6.8,15.1,Assassin
Kaydan Love,18.6,4.0,0.8,0.6,9.9,5.3,3.3,Assassin
Ayush Hurley,7.4,13.7,13.4,7.2,19.9,19.5,3.4,Accountant
Donell Mackenzie,13.6,18.4,1.4,1.9,4.3,0.8,4.9,Recruiter
Coral Graves,9.7,16.0,6.5,8.4,8.5,6.6,14.1,Recruiter
Anees Burch,5.2,17.9,8.3,17.5,18.0,9.5,4.2,Advisor
Taio Goff,8.6,14.3,16.5,3.9,13.4,7.9,14.6,Enforcer
Humzah Harvey,8.6,5.4,16.0,13.8,2.2,12.6,12.2,Assassin
Kameron Tillman,15.9,12.1,13.0,3.7,5.6,7.4,3.3,Assassin
Kiyan Crouch,19.8,18.2,10.9,15.5,15.9,18.5,1.6,Accountant
Star Nolan,15.2,13.0,0.3,10.9,11.0,3.1,0.5,Advisor
Lemar Marquez,12.8,18.2,2.7,11.5,16.5,1.8,11.4,Recruiter
Jazmin Dawson,17.0,4.6,12.1,10.9,18.2,0.9,2.7,Accountant
Kelsi Hickman,1.1,12.7,5.0,14.6,1.3,12.3,9.6,Priest
Kenneth Conrad,11.2,5.5,8.8,0.6,19.2,16.8,16.0,Assassin
Adeline Joyce,7.1,0.2,6.4,19.9,11.4,19.8,10.7,Accountant
Sofia Mcfadden,14.0,0.5,1.5,12.7,4.2,6.3,18.9,Assassin
Felix Byrne,17.2,2.2,15.8,4.7,5.1,14.1,16.9,Assassin
Glenn Cornish,2.7,1.8,1.1,15.1,5.6,17.2,4.9,Advisor
Rudy Parsons,3.4,7.9,13.0,10.7,18.0,15.8,13.7,Priest
Carlos Smart,8.4,2.0,1.0,15.5,9.0,3.4,4.7,Advisor
Alejandro Yoder,10.8,5.2,12.9,12.7,13.6,7.0,13.2,Accountant
James O'Gallagher,6.0,6.0,0.0,12.7,0.2,5.8,0.6,Advisor
Willem Paine,0.3,4.6,19.9,10.7,3.1,1.7,19.6,Priest
Kaidan Irving,19.5,14.8,1.6,9.7,3.5,10.8,12.1,Advisor
Nina Dean,7.5,2.0,14.6,4.0,9.0,1.5,15.2,Assassin
Sebastien Hail,7.7,11.4,15.0,1.1,19.5,10.2,2.0,Accountant
Jarod Reid,4.8,18.7,8.9,7.4,7.3,15.9,6.0,Enforcer
Grace Velasquez,18.1,8.7,1.7,5.0,6.1,4.9,15.2,Assassin
Ianis Whittington,7.9,16.8,16.4,9.2,11.8,9.1,9.4,Enforcer
Corbin Jimenez,9.5,13.8,16.4,13.2,17.0,19.1,0.0,Accountant
Ayrton Richard,8.5,17.3,15.4,10.3,14.4,7.1,11.7,Recruiter
Yasmine Leon,2.1,16.9,5.5,3.5,3.0,14.5,7.5,Enforcer
Antonina Gunn,4.5,7.1,9.6,11.4,12.7,0.1,6.3,Accountant
Jak Hobbs,6.7,19.0,4.1,16.0,16.4,6.2,14.4,Recruiter
Shaunie Senior,6.3,1.8,14.6,0.3,12.6,18.5,8.2,Enforcer
Jayde Healy,16.9,7.7,18.0,10.0,1.3,5.3,4.7,Assassin
Reggie Harwood,6.9,3.5,17.0,4.5,4.4,19.7,12.8,Enforcer
Lilith Whitney,12.6,9.1,7.1,5.0,14.8,9.8,1.2,Accountant
Kingston Stokes,6.0,15.3,13.9,14.6,8.1,14.1,16.2,Priest
Jenson Cobb,6.4,11.4,12.2,16.7,5.4,8.4,15.0,Priest
Ari Cooper,14.1,11.2,14.3,10.4,1.6,9.9,6.1,Assassin
Jada Villalobos,13.7,18.2,19.8,2.4,12.1,15.6,17.5,Enforcer
Warwick Herbert,3.6,8.3,7.5,10.8,12.4,9.9,3.0,Accountant
Cally Puckett,20.0,10.2,2.2,7.4,14.2,3.1,10.2,Advisor
Shona Chapman,1.7,15.8,7.3,19.9,4.9,1.0,9.0,Priest
Renae Wormald,6.0,5.4,19.4,19.9,0.0,2.3,17.3,Priest
Ivo Dalby,4.4,2.1,19.5,3.8,4.0,11.8,16.3,Enforcer
Jasmine Rogers,17.2,0.1,3.1,7.9,11.6,1.7,4.3,Accountant
Alina Aguirre,17.5,16.7,14.3,7.6,1.8,0.4,8.1,Assassin
Kamal Bernard,0.4,16.3,1.9,14.9,12.4,9.1,15.5,Recruiter
Jared Odom,14.8,4.9,10.7,8.1,2.1,8.1,12.3,Assassin
Cian Poole,13.5,5.8,9.1,6.5,9.9,18.9,10.4,Assassin
Elias Hatfield,11.0,13.1,10.3,18.6,18.1,18.4,4.5,Accountant
Rajan Pearce,5.7,10.6,11.3,14.7,0.9,10.4,7.8,Enforcer
Brenda Greer,1.1,3.3,10.6,6.1,11.8,11.0,8.4,Enforcer
Hugo Schultz,6.3,14.8,8.1,8.9,0.4,10.1,17.0,Priest
Abbi Buckner,2.3,8.6,15.5,19.5,15.1,4.9,7.1,Accountant
Ashlyn Goldsmith,2.9,11.5,0.2,3.3,1.3,18.9,19.6,Enforcer
Pranav Ray,18.5,4.5,16.6,11.6,1.9,8.8,2.2,Assassin
Phyllis Gentry,3.2,4.0,7.4,3.5,14.7,17.4,20.0,Enforcer
Cohan Cervantes,10.7,0.0,17.3,9.6,8.7,12.1,17.4,Assassin
Zoey Booth,7.3,12.3,1.9,4.3,11.1,8.9,1.8,Advisor
Raul Thatcher,16.5,18.9,15.2,7.6,2.7,0.2,4.2,Recruiter
Jeremiah Bridges,0.6,18.4,6.9,18.6,2.4,13.4,10.8,Priest
Kacper Williams,3.0,9.6,15.8,14.7,6.5,3.7,12.0,Priest
Yuvaan Brewer,3.9,1.1,0.2,1.8,5.2,13.6,17.1,Enforcer
Daanyaal Harris,11.3,8.1,12.8,14.8,3.9,11.9,16.6,Assassin
Leanna Keith,12.6,15.8,5.6,9.0,7.2,0.3,3.8,Advisor
Bea Mccall,13.3,17.6,2.0,6.6,15.3,1.9,9.2,Recruiter
Shabaz Medina,3.5,18.7,14.1,8.2,14.3,9.5,5.5,Accountant
Shelley Olson,14.0,12.5,16.3,12.1,12.5,15.9,5.7,Enforcer
Henna Peralta,2.1,1.9,16.7,16.1,3.2,8.7,4.6,Accountant
Jonty Friedman,13.3,1.6,3.5,4.5,6.1,14.6,11.6,Assassin
Elle-May Fox,18.1,2.7,5.3,10.1,1.9,19.1,3.0,Assassin
Nichole East,19.8,12.9,18.2,9.7,15.5,17.9,17.4,Assassin
Ryan Bishop,17.5,0.0,18.6,16.9,6.8,16.6,17.1,Assassin
Summer Glenn,8.4,16.2,4.8,16.0,6.6,5.4,2.1,Advisor
Lea Bauer,19.0,9.7,15.8,0.8,15.3,18.4,14.1,Assassin
Francis Moses,2.0,16.6,4.8,11.9,0.0,8.2,8.2,Priest
Lydia Hutchinson,5.5,14.4,7.8,10.5,2.6,7.8,4.3,Advisor
Lucien Coates,11.0,7.6,9.1,19.2,9.7,5.0,1.4,Accountant
Skye Carlson,1.9,1.0,7.1,0.3,17.4,5.2,3.3,Accountant
Isadora Oneal,3.8,19.8,17.4,10.4,12.2,1.4,4.6,Accountant
Adeel Townsend,12.5,0.9,14.4,4.8,16.5,0.3,9.3,Accountant
Rosalind Petty,2.5,3.9,12.6,19.3,11.2,15.3,9.3,Accountant
Kavita Quintero,10.1,14.7,12.3,2.4,11.2,9.2,0.8,Enforcer
Lynsey Mercado,17.1,9.9,12.7,12.4,13.4,3.4,1.3,Accountant
Faris Benton,13.3,8.8,16.6,9.3,6.0,2.6,2.5,Accountant
Cruz Murphy,0.0,19.3,0.3,16.2,2.3,19.9,13.7,Priest
Dillon Shields,8.8,10.7,1.6,8.3,3.2,18.5,11.4,Enforcer
Zakk Connolly,14.9,3.7,7.9,17.0,6.2,14.0,6.0,Assassin
Kailan Mcloughlin,19.1,15.6,0.0,18.4,12.0,4.1,16.0,Advisor
Rebekka Weber,0.7,7.6,8.6,15.6,6.7,13.3,13.1,Priest
Mariyam Philip,5.6,8.3,8.7,7.2,17.8,12.0,0.1,Accountant
Savannah Huber,5.3,13.4,4.6,3.8,1.9,3.0,18.4,Recruiter
Siena Harrington,2.7,6.8,9.6,18.5,18.7,18.2,7.9,Accountant
Hal Mcmahon,13.8,1.6,16.2,2.3,6.0,11.9,17.2,Assassin
Cinar Simmons,10.2,16.6,2.8,15.3,10.8,16.1,18.2,Recruiter
Angelika Humphreys,11.3,5.6,5.5,19.2,11.5,1.1,13.9,Advisor
Rhianne Squires,14.8,13.3,12.7,0.1,16.6,5.8,6.2,Accountant
Clarke Cote,3.2,8.1,5.3,9.7,5.6,10.4,14.4,Priest
Leslie Shepard,11.8,9.7,2.2,16.3,14.7,17.1,18.9,Advisor
Jaeden Edmonds,17.9,20.0,13.2,14.7,13.1,17.5,1.3,Accountant
Brogan Choi,10.1,4.8,15.8,9.1,10.7,4.8,15.0,Assassin
Jenny Logan,16.9,2.8,16.1,20.0,19.7,9.4,4.2,Accountant
Iwan Rhodes,13.5,9.9,14.0,7.8,0.8,14.0,17.3,Enforcer
Ella-May Beattie,12.8,6.4,10.8,5.2,18.2,16.6,5.7,Accountant
Zoe Cornish,1.4,8.1,14.4,19.3,8.0,16.2,8.2,Priest
Mara Carver,4.3,0.5,20.0,12.8,17.3,6.9,13.0,Accountant
Kiyan Waters,13.5,15.3,15.2,14.3,17.2,1.0,6.5,Accountant
Harpreet Mccarthy,8.8,14.4,15.1,8.8,2.7,19.5,16.1,Enforcer
Cairo Oneill,5.6,7.9,1.7,13.3,1.0,16.3,9.9,Enforcer
Nada Pritchard,19.2,0.5,5.9,1.3,1.2,18.5,20.0,Assassin
Kezia Gill,3.2,4.9,15.6,5.0,11.3,16.6,1.2,Enforcer
Tyreece Benjamin,12.2,0.6,14.6,10.9,10.1,14.2,5.8,Assassin
Jadine Appleton,9.3,6.1,10.3,18.1,19.3,3.5,4.3,Accountant
Angelika Chase,11.7,19.5,17.3,11.6,3.4,12.5,19.7,Enforcer
Bethany Terry,4.3,15.3,5.0,2.0,7.4,10.6,2.6,Enforcer
Aman Atherton,13.7,7.3,13.1,6.9,14.6,7.0,13.1,Assassin
Tanvir Barron,0.8,3.8,6.1,19.7,3.9,15.3,11.4,Priest
Fox Donald,0.0,18.6,6.3,14.7,2.2,2.7,0.9,Advisor
Ahmad Sweeney,7.5,16.6,4.7,3.5,3.7,11.0,11.6,Enforcer
Diana Eastwood,1.8,16.0,5.4,17.7,17.3,3.3,2.8,Advisor
Nasir Thorpe,17.7,19.9,7.1,10.6,17.4,16.4,6.9,Advisor
Teagan Goulding,19.8,17.5,2.2,16.4,5.0,12.0,2.8,Advisor
Chelsy Craig,17.1,6.0,0.9,2.5,18.3,16.5,2.0,Accountant
Josie Franco,17.7,12.3,17.2,16.4,18.4,4.8,14.2,Accountant
Mahi Bates,4.8,1.9,1.2,9.5,8.0,5.3,18.2,Priest
Gia Jenkins,9.7,17.8,4.6,18.5,6.7,5.6,5.7,Advisor
Pierre Whitworth,10.8,18.5,3.5,3.8,17.6,14.9,18.4,Recruiter
Fiona Dupont,4.5,6.2,1.3,3.3,13.6,6.7,16.1,Recruiter
Dainton Houghton,13.3,6.2,13.1,3.7,7.6,13.6,14.6,Assassin
Annabel Rawlings,17.6,19.1,4.2,15.8,10.3,17.7,11.4,Advisor
Bartosz Cantu,7.1,10.7,10.9,13.8,1.4,19.6,18.3,Enforcer
Callen Horn,6.6,10.4,16.6,11.2,1.0,11.8,9.6,Enforcer
Trent Gay,4.3,12.4,2.4,0.2,3.1,13.5,17.3,Enforcer
Reem Christian,17.6,1.0,13.9,7.4,8.2,8.6,17.5,Assassin
Leticia Riddle,7.3,5.4,3.2,8.4,12.5,9.0,15.8,Priest
Steffan Sweet,9.2,6.2,7.0,9.1,10.9,11.1,8.6,Accountant
Janice Talbot,5.9,15.4,19.0,5.7,12.1,4.9,6.0,Accountant
Harold Turner,8.1,17.4,6.5,2.7,6.1,10.6,9.6,Enforcer
Elara Rice,13.2,11.9,4.3,17.0,16.8,14.1,0.4,Advisor
Ellen Milner,16.5,12.4,4.7,1.7,3.4,5.1,15.4,Assassin
Emir Webster,10.3,10.3,0.1,0.0,11.7,12.2,6.2,Enforcer
Myron Cuevas,4.5,16.8,14.4,19.2,9.7,18.9,7.3,Enforcer
Anisa Major,1.2,16.2,9.9,12.5,3.8,19.8,15.3,Enforcer
Mackenzie Fleming,17.6,10.4,16.2,14.8,19.0,15.1,8.9,Accountant
Sade Ventura,5.6,19.3,11.4,12.2,0.1,17.6,1.1,Enforcer
Junior Park,16.1,6.2,14.3,14.1,14.5,7.5,14.6,Assassin
Mohammod Tang,13.8,15.8,18.4,5.0,4.5,9.8,2.9,Enforcer
Teigan Petty,0.4,0.7,14.0,9.1,16.4,4.9,6.3,Accountant
Mischa Benitez,1.7,5.3,11.6,3.1,6.6,13.2,3.4,Enforcer
Priyanka Mccallum,5.4,17.1,15.7,7.9,1.8,11.8,12.0,Enforcer
Morgan Rodrigues,8.9,17.5,14.6,6.1,18.9,8.6,3.4,Accountant
Haniya Goldsmith,13.1,3.0,10.5,1.3,14.6,18.0,8.7,Assassin
Desiree Dickens,11.7,7.3,4.6,17.9,13.2,14.7,3.8,Advisor
Georgina Mustafa,11.2,9.9,4.9,10.2,2.9,0.1,18.2,Recruiter
Abdulrahman Galindo,3.3,13.1,18.6,2.0,10.0,19.5,1.1,Enforcer
Konnor Hodson,19.2,5.2,3.4,10.2,16.7,0.1,15.5,Advisor
Eugene Petersen,1.9,6.0,6.1,15.5,1.8,2.0,4.5,Priest
Shannan Zhang,6.8,5.8,13.4,13.7,11.6,6.6,14.1,Priest
Bilaal Armitage,7.9,11.8,10.2,13.0,15.5,2.6,3.2,Accountant
Tayyibah Patrick,19.9,1.9,17.0,16.2,6.1,6.4,13.6,Assassin
Kiefer Mcloughlin,8.5,0.2,4.6,4.0,2.2,8.8,16.2,Assassin
Edie Young,5.6,13.2,11.5,2.6,13.7,14.1,16.7,Enforcer
Eleni Huang,1.6,5.4,13.5,1.7,5.9,3.4,17.9,Priest
Shana Zamora,14.9,4.4,4.0,11.2,6.3,14.9,10.4,Assassin
Dexter Flower,1.8,0.0,8.7,14.7,8.7,4.5,2.4,Accountant
Alia Stubbs,15.1,1.4,9.2,15.5,14.0,2.5,9.9,Accountant
Erik Brady,16.3,4.4,8.3,0.1,3.1,6.5,12.8,Assassin
Damian Zavala,3.7,8.7,6.8,18.2,8.7,9.4,14.9,Priest
Brianna Colon,5.3,7.7,14.5,12.7,11.3,0.9,15.9,Priest
Mylie Lake,8.9,13.4,8.9,4.8,8.0,8.5,3.3,Enforcer
